,customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total
6657,9146-jriox,0,f,0,1,1,14,1,1,no,0,0,0,0,0,0,month,0,mailed check,25.55,372.45
6658,9150-hepmb,0,m,0,0,0,56,1,0,dsl,1,0,1,0,0,0,one year,0,mailed check,52.7,3019.7
6659,9150-kpbjq,0,f,0,0,0,6,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),19.65,116.85
6660,9152-amkak,0,m,0,0,0,6,1,0,dsl,1,0,1,1,1,1,two year,1,mailed check,80.25,493.4
6661,9153-btbvv,0,f,0,1,0,71,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),25.0,1753.0
6662,9154-qdgth,0,m,0,1,1,43,1,1,fiber optic,0,0,1,1,1,1,one year,1,credit card (automatic),104.3,4451.85
6663,9158-vctqb,1,f,0,1,0,41,1,1,fiber optic,1,1,1,1,1,1,month,1,bank transfer (automatic),113.6,4594.95
6664,9162-mvwxh,,m,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month,1,mailed check,45.7,45.7
6665,9163-ghaye,0,f,0,0,0,15,1,0,dsl,0,1,0,0,0,0,month,0,electronic check,48.85,736.8
6666,9167-apmxz,0,f,0,0,0,22,1,1,fiber optic,0,0,0,0,1,0,month,1,bank transfer (automatic),84.15,1821.95
6667,9168-inpsz,0,f,1,1,0,44,1,1,fiber optic,0,0,1,1,1,1,month,0,electronic check,104.15,4495.65
6668,9169-bsvin,0,m,0,0,0,12,1,1,dsl,0,0,1,0,1,1,month,0,bank transfer (automatic),74.75,827.05
6669,9170-arbtb,0,f,0,1,1,52,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),19.6,1012.4
6670,9170-cckou,1,m,0,1,0,17,1,1,fiber optic,1,1,1,0,0,0,month,0,credit card (automatic),90.2,1454.15
6671,9170-gyzjc,1,f,0,1,1,41,1,1,dsl,1,1,1,1,0,1,month,0,credit card (automatic),79.9,3326.2
6672,9172-ancrx,1,f,0,0,0,10,1,1,fiber optic,1,0,0,0,1,1,month,1,electronic check,98.7,973.25
6673,9172-jitsm,1,f,0,1,1,26,1,0,fiber optic,0,0,0,0,1,1,month,1,electronic check,90.8,2361.8
6674,9173-ivzvp,0,f,0,1,1,53,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.9,1146.05
6675,9174-fkwze,1,f,1,0,0,1,1,0,no,0,0,0,0,0,0,month,1,electronic check,19.45,19.45
6676,9174-ihetn,0,f,0,0,1,50,1,0,fiber optic,0,0,0,0,0,0,two year,0,credit card (automatic),70.35,3533.6
6677,9178-jhuvj,0,m,0,1,1,24,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),24.1,587.4
6678,9182-eftqg,,f,0,1,1,41,1,1,dsl,1,1,1,0,1,0,one year,1,credit card (automatic),78.35,3211.2
6679,9184-galil,0,f,0,1,1,38,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.45,781.25
6680,9185-tqcvp,1,m,0,1,0,14,1,1,fiber optic,0,0,0,0,0,1,month,1,electronic check,85.15,1139.2
6681,9189-jwshv,1,f,1,1,0,24,1,1,fiber optic,0,0,0,0,1,1,month,1,electronic check,93.55,2264.05
6682,9190-mfjln,1,m,1,0,0,19,1,0,fiber optic,0,0,1,0,1,1,month,1,credit card (automatic),95.9,1777.9
6683,9191-myqkx,1,f,0,1,0,7,1,0,fiber optic,0,0,1,0,0,0,month,1,bank transfer (automatic),75.15,496.9
6684,9194-gfvoi,0,f,0,1,0,42,1,1,dsl,1,0,1,1,1,1,two year,0,credit card (automatic),84.35,3571.6
6685,9199-pwqvc,0,f,0,1,0,63,1,1,dsl,1,1,0,0,1,1,one year,1,credit card (automatic),79.7,4786.15
6686,9200-nlnpd,0,m,0,1,0,56,0,0,dsl,0,0,1,1,1,1,one year,1,bank transfer (automatic),54.05,2959.8
6687,9206-gvpeq,1,m,0,1,0,13,0,0,dsl,1,0,0,1,1,1,month,1,electronic check,54.45,706.85
6688,9207-zpanb,0,m,0,0,0,37,1,1,dsl,1,1,1,1,0,0,one year,0,electronic check,67.45,2443.3
6689,9208-olgaq,0,f,1,0,0,18,1,0,fiber optic,0,0,1,0,0,1,month,1,electronic check,84.95,1443.65
6690,9209-nwpgu,0,m,0,0,0,44,1,0,dsl,1,0,0,1,1,0,one year,0,electronic check,65.4,2774.55
6691,9210-iahgh,1,f,0,0,0,7,1,0,dsl,0,0,0,1,1,1,month,1,credit card (automatic),70.75,450.8
6692,9214-ekvxr,0,f,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month,1,mailed check,44.0,44.0
6693,9218-tumiq,,f,0,1,1,62,1,0,fiber optic,0,1,1,0,1,1,month,1,electronic check,100.15,6283.3
6694,9220-cxrsc,0,f,0,1,1,69,1,1,dsl,1,0,0,1,0,0,two year,0,credit card (automatic),61.4,4059.85
6695,9220-znkji,0,f,1,1,0,55,1,0,fiber optic,0,0,1,1,1,0,two year,0,credit card (automatic),88.8,4805.3
6696,9221-otivj,1,f,1,0,0,14,1,1,fiber optic,0,1,1,0,1,1,month,1,electronic check,104.85,1531.4
6697,9223-ucpvt,1,f,0,0,0,1,1,0,fiber optic,0,0,1,0,1,1,month,0,electronic check,94.4,94.4
6698,9224-vtyid,0,m,0,1,1,47,1,1,dsl,1,1,1,1,1,1,two year,1,mailed check,90.5,4318.35
6699,9225-bzlnz,0,m,0,1,0,72,1,1,dsl,1,1,1,0,1,1,two year,1,electronic check,85.25,6083.1
6700,9227-lunbg,1,f,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month,0,electronic check,24.6,24.6
6701,9227-uaqft,0,m,0,0,0,16,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.75,284.35
6702,9227-ybaxe,0,f,0,1,1,65,1,1,dsl,1,1,0,1,1,1,two year,1,bank transfer (automatic),82.5,5215.1
6703,9228-knqvn,,f,0,1,0,59,1,1,fiber optic,1,1,1,1,0,1,one year,1,credit card (automatic),107.0,6152.3
6704,9229-rqabd,0,m,0,0,0,18,1,1,no,0,0,0,0,0,0,one year,0,mailed check,23.75,424.5
6705,9231-zjyam,1,f,1,0,0,4,1,0,fiber optic,0,0,0,0,1,0,month,1,electronic check,78.85,292.8
6706,9233-psyho,0,f,1,0,0,45,1,1,fiber optic,0,0,1,0,1,1,one year,1,bank transfer (automatic),100.15,4459.8
6707,9236-nducw,0,f,0,0,0,21,0,0,dsl,1,0,0,1,0,0,two year,0,mailed check,35.1,770.4
6708,9237-hqitu,1,f,0,0,0,2,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,70.7,151.65
6709,9239-gzhze,0,f,0,1,0,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card (automatic),113.65,8124.2
6710,9239-ygybo,,f,0,1,1,13,1,0,dsl,1,0,0,1,0,0,one year,0,bank transfer (automatic),54.15,701.05
6711,9239-zbzzv,1,f,0,0,0,6,0,0,dsl,0,0,1,0,1,1,month,1,electronic check,47.95,305.1
6712,9242-tkfsv,0,m,0,1,1,72,0,0,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),65.1,4754.3
6713,9243-tuybl,,m,1,1,0,28,1,1,fiber optic,0,1,0,1,1,1,month,1,electronic check,105.8,2998.0
6714,9244-zvapm,0,m,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month,0,mailed check,45.6,45.6
6715,9248-ojykk,1,m,1,0,0,1,1,1,fiber optic,0,0,0,0,0,0,month,1,electronic check,76.45,76.45
6716,9249-fxsck,1,f,0,0,0,52,1,1,fiber optic,1,1,0,1,1,1,one year,1,credit card (automatic),111.25,5916.45
6717,9250-wypll,1,f,0,0,0,5,1,1,fiber optic,0,0,0,0,0,0,month,0,electronic check,75.55,413.65
6718,9251-awqgt,0,f,0,1,1,48,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.0,935.9
6719,9251-wnsod,0,f,0,1,0,67,1,1,dsl,1,1,1,0,0,1,one year,0,mailed check,75.1,5064.45
6720,9253-qxkbe,1,m,1,1,0,29,1,1,fiber optic,0,0,0,0,1,1,month,1,electronic check,94.45,2653.65
6721,9253-vifjq,0,m,0,1,0,65,1,1,dsl,1,1,1,0,0,0,one year,0,credit card (automatic),67.05,4309.55
6722,9254-rbfon,1,f,0,1,1,17,1,0,fiber optic,0,0,1,1,1,1,one year,0,bank transfer (automatic),98.6,1704.95
6723,9256-jtbnz,0,f,0,0,0,11,1,0,no,0,0,0,0,0,0,month,0,bank transfer (automatic),20.3,246.3
6724,9257-azmtz,0,f,0,1,1,52,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),20.1,1078.75
6725,9258-cnwac,0,f,0,1,1,71,1,1,fiber optic,1,1,1,1,1,1,two year,0,credit card (automatic),113.65,8166.8
6726,9259-pacgq,1,f,0,1,0,34,1,1,dsl,1,1,0,1,0,0,month,0,electronic check,62.65,2274.9
6727,9261-wdcaf,0,m,0,0,0,3,1,0,dsl,0,0,0,0,0,1,month,0,mailed check,54.65,189.1
6728,9269-cqool,1,m,0,0,1,3,1,0,dsl,0,0,0,0,1,0,month,1,credit card (automatic),54.7,169.45
6729,9272-lsvyh,0,m,0,0,0,10,1,0,fiber optic,0,0,0,0,0,0,month,0,mailed check,70.15,735.5
6730,9274-cnfmo,1,m,1,1,0,4,1,1,fiber optic,0,0,0,0,0,0,month,0,electronic check,74.95,308.7
6731,9274-uarkj,0,f,0,0,0,15,1,0,fiber optic,0,1,0,0,1,0,month,1,bank transfer (automatic),83.2,1130.0
6732,9277-joomo,0,f,0,0,0,3,1,1,no,0,0,0,0,0,0,month,0,mailed check,24.6,86.35
6733,9278-vzkcd,0,f,1,1,0,52,1,1,fiber optic,1,1,1,0,1,1,month,1,electronic check,109.1,5647.95
6734,9279-cjeoj,0,f,1,0,0,21,1,1,fiber optic,0,0,0,0,1,1,month,1,bank transfer (automatic),95.4,2025.1
6735,9281-cedru,0,f,0,1,0,68,1,0,dsl,0,1,0,1,1,0,two year,0,bank transfer (automatic),64.1,4326.25
6736,9281-ofdmf,0,m,1,0,0,39,1,1,fiber optic,0,1,0,0,0,1,month,0,electronic check,90.7,3413.25
6737,9281-pkkze,0,f,0,1,0,46,0,0,dsl,0,0,0,0,1,1,month,1,electronic check,43.95,2007.85
6738,9282-izgqk,1,f,0,0,0,1,1,1,fiber optic,0,0,0,0,0,1,month,1,electronic check,85.0,85.0
6739,9283-lzqoh,1,m,0,1,1,13,1,1,fiber optic,0,0,0,0,0,0,month,1,credit card (automatic),74.4,896.75
6740,9286-bhdqg,0,m,0,1,1,72,0,0,dsl,1,1,1,1,0,0,two year,0,credit card (automatic),45.25,3139.8
6741,9286-dojgf,1,f,1,1,0,38,1,1,fiber optic,0,0,0,0,0,0,month,1,bank transfer (automatic),74.95,2869.85
6742,9289-lbqvu,0,m,0,1,0,64,1,1,dsl,0,1,0,1,0,1,one year,1,mailed check,70.15,4480.7
6743,9290-shcmb,0,f,1,0,0,13,1,0,fiber optic,0,0,1,0,1,1,month,1,electronic check,96.85,1235.55
6744,9294-tdipc,0,m,0,0,1,5,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.2,83.75
6745,9297-eoncv,0,f,0,0,0,72,1,1,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),91.35,6697.2
6746,9297-fvvdh,0,f,0,1,1,57,1,1,dsl,1,0,1,1,1,1,two year,1,electronic check,84.5,4845.4
6747,9298-wgmrw,0,f,0,1,0,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),115.5,8312.75
6748,9300-agznl,1,m,1,0,0,1,1,1,fiber optic,0,0,0,0,1,1,month,1,electronic check,94.0,94.0
6749,9300-rendd,1,m,0,0,0,1,1,0,fiber optic,0,0,0,0,1,0,month,1,electronic check,79.95,79.95
6750,9305-cdskc,1,f,0,0,0,8,1,1,fiber optic,0,0,1,0,1,1,month,1,electronic check,99.65,820.5
6751,9306-cpcbc,1,f,0,0,0,3,1,1,fiber optic,0,0,0,0,0,0,month,1,electronic check,74.25,210.3
6752,9308-anmve,0,m,0,0,1,47,1,0,dsl,1,1,0,0,0,0,month,1,electronic check,55.3,2654.05
6753,9309-bzgnt,0,m,1,1,0,69,0,0,dsl,0,0,1,0,0,0,one year,1,credit card (automatic),29.8,2134.3
6754,9313-cdogy,0,m,0,1,1,38,1,0,no,0,0,0,0,0,0,month,0,electronic check,19.6,717.3
6755,9313-qoltz,0,m,0,0,0,26,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.9,518.3
6756,9314-ijwsq,0,f,0,1,1,14,1,1,fiber optic,0,0,0,0,1,0,month,1,electronic check,84.8,1203.9
6757,9314-qdmdw,0,m,0,0,0,11,1,0,dsl,0,1,0,0,1,0,one year,1,electronic check,61.25,729.95
6758,9317-wzpgv,1,f,1,0,0,2,1,0,fiber optic,0,0,0,0,0,1,month,1,bank transfer (automatic),79.75,159.4
6759,9318-nknfc,1,m,0,0,0,1,1,0,no,0,0,0,0,0,0,month,1,mailed check,18.85,18.85
6760,9323-hgfwy,0,f,0,1,0,27,1,0,fiber optic,1,0,0,1,1,1,one year,1,credit card (automatic),101.9,2681.15
6761,9327-qsded,0,m,0,0,0,8,1,0,dsl,0,0,0,0,0,0,month,0,mailed check,43.55,335.4
6762,9330-dhbfl,0,f,0,1,1,23,1,0,dsl,1,1,1,1,0,0,one year,1,mailed check,66.25,1533.8
6763,9330-ijwio,1,f,0,0,0,13,1,1,fiber optic,1,0,0,0,1,1,month,1,electronic check,100.35,1358.85
6764,9330-vofsz,0,f,0,1,0,60,1,1,fiber optic,0,1,1,1,1,1,two year,1,credit card (automatic),110.8,6640.7
6765,9332-gywlo,0,f,0,1,1,6,1,0,dsl,0,0,0,0,1,0,month,0,electronic check,54.85,355.1
6766,9334-gwgow,0,m,1,1,0,7,1,1,fiber optic,0,0,0,0,0,0,month,1,electronic check,74.85,485.25
6767,9337-srrni,0,m,0,0,1,66,1,1,no,0,0,0,0,0,0,two year,1,credit card (automatic),25.3,1673.8
6768,9339-fiijl,0,m,0,1,0,72,1,1,dsl,0,1,1,1,1,1,two year,0,bank transfer (automatic),85.95,6151.9
6769,9342-vnimq,0,m,0,0,0,33,1,1,dsl,0,1,0,0,0,0,month,1,bank transfer (automatic),54.65,1665.2
6770,9347-aerrl,0,m,0,1,0,23,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),19.3,486.2
6771,9348-rouai,0,f,0,1,1,59,1,1,dsl,1,1,1,1,1,1,two year,0,credit card (automatic),90.3,5194.05
6772,9348-yvomk,0,m,0,0,0,4,1,0,dsl,0,0,0,0,0,0,month,1,credit card (automatic),44.8,176.2
6773,9350-vlhmb,0,m,0,1,1,67,1,1,fiber optic,0,1,0,0,0,1,month,1,bank transfer (automatic),89.55,6373.1
6774,9350-zxyjc,0,f,0,0,0,4,1,1,no,0,0,0,0,0,0,two year,1,credit card (automatic),25.3,116.95
6775,9351-hxdmr,0,m,0,1,0,72,1,1,fiber optic,1,0,1,1,1,1,two year,1,credit card (automatic),110.9,8240.85
6776,9351-lzygf,0,f,0,1,0,42,1,1,dsl,1,1,0,1,0,0,month,1,credit card (automatic),66.4,2727.8
6777,9355-nppfs,0,f,1,0,0,26,1,0,fiber optic,0,0,0,0,0,1,month,1,electronic check,78.8,2006.1
6778,9356-axgmp,0,m,0,1,0,38,1,1,fiber optic,1,0,1,1,1,1,one year,1,electronic check,110.7,4428.6
6779,9357-ujrun,0,m,0,1,0,24,1,1,dsl,1,0,0,1,0,0,one year,1,electronic check,58.35,1346.9
6780,9359-janws,0,f,0,1,0,65,1,0,dsl,1,0,1,1,0,0,two year,0,credit card (automatic),58.9,3857.1
6781,9359-ugbtk,0,f,0,0,0,67,1,0,dsl,1,0,1,1,0,1,one year,1,bank transfer (automatic),72.35,4991.5
6782,9360-ahgnl,1,f,1,1,0,43,1,1,fiber optic,1,0,1,1,1,1,one year,1,mailed check,109.55,4830.25
6783,9360-omdzz,0,m,0,0,0,24,1,1,fiber optic,0,0,0,0,1,1,month,1,electronic check,94.1,2322.85
6784,9361-ynqwj,0,f,0,0,0,64,1,1,no,0,0,0,0,0,0,one year,1,bank transfer (automatic),24.4,1601.2
6785,9362-mwodr,0,f,0,0,1,40,1,0,dsl,1,0,0,1,1,0,month,1,credit card (automatic),64.1,2460.35
6786,9364-hvjrk,,m,0,0,0,8,1,0,dsl,0,0,0,0,0,0,month,1,mailed check,45.15,438.4
6787,9364-ykuvw,0,m,0,0,0,15,1,0,no,0,0,0,0,0,0,month,1,mailed check,19.8,309.4
6788,9365-cslbq,0,m,0,0,1,71,1,1,no,0,0,0,0,0,0,two year,0,mailed check,24.35,1654.6
6789,9365-srsze,0,m,1,1,0,27,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,70.55,1943.9
6790,9366-pgocj,,m,0,0,0,57,1,0,dsl,0,1,0,1,0,0,one year,1,mailed check,54.65,3134.7
6791,9367-oiuxp,0,m,0,0,0,4,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.7,73.05
6792,9367-tcuyn,0,f,0,0,0,12,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.1,223.6
6793,9367-wxlch,1,m,0,0,0,8,1,1,fiber optic,0,0,0,0,0,1,month,0,bank transfer (automatic),84.5,662.65
6794,9369-xfehk,1,f,1,1,0,33,1,1,fiber optic,0,1,0,0,0,0,month,1,bank transfer (automatic),80.6,2656.5
6795,9371-bithb,0,f,0,1,1,52,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.85,1070.5
6796,9371-clmgw,,f,0,0,0,6,1,0,fiber optic,0,0,0,0,1,1,month,0,electronic check,89.3,577.6
6797,9372-txxps,0,f,0,1,0,60,1,0,dsl,1,1,0,1,0,0,two year,0,bank transfer (automatic),59.85,3483.45
6798,9373-wsloy,0,m,1,1,0,33,0,0,dsl,0,1,1,1,1,0,month,1,electronic check,50.0,1750.85
6799,9374-yolbj,0,f,0,1,1,1,1,0,no,0,0,0,0,0,0,month,0,electronic check,19.25,19.25
6800,9375-mhrrs,0,m,0,0,0,6,1,0,dsl,0,0,0,1,0,0,month,0,mailed check,50.05,288.35
6801,9378-fxtiz,1,f,0,1,0,54,1,1,dsl,0,0,0,0,1,1,one year,1,credit card (automatic),70.15,3715.65
6802,9381-ndkme,1,f,1,1,0,24,0,0,dsl,0,0,1,0,0,1,month,1,credit card (automatic),40.65,933.3
6803,9385-ehgdo,0,f,0,1,1,35,1,0,no,0,0,0,0,0,0,two year,1,mailed check,19.85,739.35
6804,9385-nxkda,0,f,0,1,0,72,1,1,dsl,1,1,1,0,1,1,two year,1,credit card (automatic),82.65,5919.35
6805,9386-ldczr,0,m,0,0,0,43,1,0,fiber optic,1,1,1,1,0,0,one year,1,credit card (automatic),90.65,3882.3
6806,9388-zeyvt,0,m,0,0,0,43,0,0,dsl,0,0,1,1,0,1,one year,0,electronic check,44.15,1931.3
6807,9389-acwbi,0,f,0,1,1,5,1,0,fiber optic,0,0,0,0,0,0,month,0,credit card (automatic),69.95,320.4
6808,9391-dxggg,0,f,1,0,0,44,1,0,fiber optic,0,1,1,0,0,1,one year,0,credit card (automatic),89.15,3990.75
6809,9391-eoyli,1,m,1,1,0,12,1,0,fiber optic,0,0,0,0,0,1,month,1,electronic check,80.45,950.2
6810,9391-lmann,0,m,0,0,1,53,1,0,fiber optic,1,1,1,0,0,1,one year,0,electronic check,95.95,5036.9
6811,9391-ttoyh,0,f,0,0,0,23,1,0,no,0,0,0,0,0,0,month,1,mailed check,19.5,470.2
6812,9391-yzejw,0,f,0,0,0,62,1,1,fiber optic,0,0,0,0,1,1,one year,1,bank transfer (automatic),94.0,5757.2
6813,9392-xbgtd,0,m,0,0,1,27,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.6,581.85
6814,9395-rfmfg,,m,0,1,1,8,1,0,dsl,0,0,0,0,1,0,month,1,electronic check,54.4,475.1
6815,9396-zsfll,0,f,0,0,0,15,1,1,dsl,0,0,0,0,0,0,month,0,mailed check,48.85,631.4
6816,9397-tzsha,0,f,0,0,0,69,1,1,no,0,0,0,0,0,0,two year,0,credit card (automatic),24.6,1678.05
6817,9398-mmqto,0,m,0,0,0,3,1,0,fiber optic,0,1,0,0,0,0,month,0,credit card (automatic),74.45,221.1
6818,9399-aplbt,1,f,0,1,1,1,1,0,fiber optic,0,1,0,0,0,0,month,1,electronic check,74.7,74.7
6819,9402-cxwpl,0,f,0,0,0,70,1,1,fiber optic,0,1,0,0,1,1,one year,0,electronic check,98.9,6838.6
6820,9402-orrah,0,f,1,0,0,15,1,0,fiber optic,0,0,0,0,1,1,month,1,electronic check,91.5,1400.3
6821,9402-roumj,0,f,0,1,1,67,1,1,fiber optic,1,0,1,1,0,1,one year,1,bank transfer (automatic),100.25,6689.0
6822,9405-gpbbg,0,f,0,0,0,64,1,1,fiber optic,0,1,1,1,1,1,two year,1,credit card (automatic),110.5,7069.25
6823,9408-hrxrk,0,f,0,1,1,45,1,1,fiber optic,1,1,0,0,1,1,month,1,electronic check,105.15,4730.9
6824,9408-ssnvz,1,f,0,0,0,4,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,70.15,268.35
6825,9411-tpqqv,0,f,0,0,0,40,0,0,dsl,1,0,0,1,1,1,one year,1,bank transfer (automatic),54.55,2236.2
6826,9412-argbx,1,f,0,0,1,48,1,0,fiber optic,0,1,1,1,1,0,two year,1,mailed check,95.5,4627.85
6827,9412-gheec,1,m,0,0,0,40,1,1,fiber optic,0,0,1,1,1,1,month,0,bank transfer (automatic),104.8,4131.95
6828,9415-dpews,1,f,0,0,0,18,1,1,fiber optic,0,0,0,1,1,0,month,1,electronic check,88.35,1639.3
6829,9415-tpkrv,0,f,0,1,1,8,1,1,dsl,0,1,0,0,0,0,month,0,electronic check,55.75,446.8
6830,9415-znbsx,0,f,0,1,1,70,1,1,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),89.0,6293.2
6831,9418-rukph,0,f,0,1,1,38,1,0,no,0,0,0,0,0,0,two year,1,mailed check,19.95,756.4
6832,9419-ippbe,0,f,0,1,1,51,1,1,fiber optic,0,0,1,0,0,1,one year,1,electronic check,90.15,4554.85
6833,9420-lojkx,1,f,0,0,0,15,1,0,fiber optic,1,1,0,0,1,1,month,1,credit card (automatic),99.1,1426.4
6834,9424-cmpog,0,m,0,1,1,9,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.6,197.4
6835,9426-sxnhe,0,f,0,0,0,2,1,0,no,0,0,0,0,0,0,month,0,bank transfer (automatic),18.75,53.15
6836,9430-frqoc,1,f,0,0,1,4,1,1,fiber optic,0,0,1,1,0,0,month,1,mailed check,87.1,341.45
6837,9430-nkqly,0,m,0,1,1,72,1,1,no,0,0,0,0,0,0,two year,1,credit card (automatic),25.1,1790.8
6838,9432-ruvsl,0,f,0,0,0,48,1,0,fiber optic,1,0,1,1,1,1,two year,1,credit card (automatic),102.5,4904.25
6839,9432-vofyx,0,m,0,0,0,17,1,0,fiber optic,0,0,0,0,0,0,month,1,electronic check,70.8,1207.0
6840,9435-jmlsx,0,m,0,1,0,71,1,0,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),86.1,6045.9
6841,9436-zbzct,1,m,0,0,0,14,1,1,fiber optic,0,0,0,1,1,0,month,1,electronic check,89.95,1178.4
6842,9441-qhevc,0,m,0,0,0,1,1,0,no,0,0,0,0,0,0,month,0,mailed check,19.1,19.1
6843,9442-jtwdl,0,f,0,0,0,11,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),20.05,237.7
6844,9443-jubuo,0,m,0,1,1,72,0,0,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),65.25,4478.85
6845,9444-jtxhz,1,m,0,1,0,1,1,0,fiber optic,0,0,1,0,0,0,month,0,electronic check,76.2,76.2
6846,9445-szlch,1,f,0,1,1,36,1,1,fiber optic,0,1,1,0,1,0,month,1,bank transfer (automatic),97.35,3457.9
6847,9445-zueqe,0,m,0,1,1,27,1,1,fiber optic,0,1,0,1,0,0,month,1,credit card (automatic),85.2,2151.6
6848,9447-yptbx,0,f,0,1,0,50,1,0,no,0,0,0,0,0,0,one year,1,bank transfer (automatic),19.85,943.1
6849,9448-reevd,1,m,0,1,0,1,1,0,dsl,0,0,0,0,0,0,month,0,credit card (automatic),44.7,44.7
6850,9450-trjuu,0,m,0,0,0,35,1,1,fiber optic,0,0,0,0,1,0,month,0,electronic check,83.15,2848.45
6851,9451-lpgoo,1,m,0,0,0,7,1,1,fiber optic,0,0,0,0,0,1,month,1,electronic check,86.8,620.35
6852,9451-wlyri,0,f,0,1,0,53,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),19.05,990.45
6853,9453-patos,0,f,0,1,0,72,1,0,dsl,1,1,1,1,1,1,two year,0,mailed check,85.1,6155.4
6854,9456-etvcm,,m,0,0,0,12,1,1,fiber optic,0,0,0,0,1,1,month,0,electronic check,94.55,1173.55
6855,9462-mjuaw,1,m,0,0,0,4,1,1,dsl,0,0,0,0,0,0,month,0,mailed check,50.4,206.6
6856,9465-rwmxl,1,m,0,1,0,32,1,1,fiber optic,0,0,1,0,0,0,month,1,electronic check,78.9,2447.95
6857,9467-roolm,0,f,0,0,0,25,1,0,no,0,0,0,0,0,0,month,0,mailed check,19.05,461.3
6858,9469-wejbt,0,m,0,1,0,37,1,0,fiber optic,0,0,1,1,0,1,month,1,electronic check,90.35,3419.3
6859,9470-rtwdv,0,m,0,1,1,26,1,1,dsl,0,0,1,1,1,1,one year,1,credit card (automatic),82.0,2083.1
6860,9470-xccem,0,m,0,1,1,35,1,1,fiber optic,0,1,0,0,1,0,month,1,bank transfer (automatic),89.65,3161.6
6861,9470-yfuyi,0,m,1,1,0,71,1,0,dsl,1,1,0,1,1,0,one year,1,bank transfer (automatic),71.0,5012.1
6862,9473-cbzop,0,f,0,0,0,28,1,1,dsl,1,0,1,0,0,0,one year,0,mailed check,59.0,1654.45
6863,9474-phlyd,1,f,0,0,0,15,1,0,dsl,0,0,1,0,0,1,month,1,electronic check,59.45,892.65
6864,9475-nndgc,0,m,0,1,0,71,1,1,fiber optic,0,1,1,1,1,1,one year,1,bank transfer (automatic),113.15,7953.25
6865,9477-lgwqi,0,m,0,1,1,70,1,0,dsl,1,1,1,0,1,1,two year,1,credit card (automatic),80.15,5600.15
6866,9477-uiffv,,m,0,0,0,1,1,0,no,0,0,0,0,0,0,month,0,mailed check,20.3,20.3
6867,9479-hynyl,0,f,0,1,0,71,1,0,dsl,0,1,1,1,1,1,two year,1,credit card (automatic),80.7,5705.05
6868,9480-bqjei,0,m,0,0,0,62,1,1,fiber optic,1,1,0,0,0,1,one year,1,bank transfer (automatic),92.3,5731.45
6869,9481-iebzy,0,m,1,1,0,72,1,1,fiber optic,1,1,1,1,1,1,month,1,credit card (automatic),112.9,8061.5
6870,9481-sfcqy,0,f,0,0,1,14,1,0,dsl,0,0,1,0,1,0,month,1,credit card (automatic),59.8,824.85
6871,9481-whgwy,0,f,0,1,1,70,1,0,dsl,1,0,0,1,1,1,two year,0,credit card (automatic),75.35,5437.75
6872,9483-gcpwe,0,m,0,0,1,9,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.1,190.25
6873,9488-fvzcc,0,f,0,1,1,72,1,1,dsl,1,1,1,1,0,1,two year,1,bank transfer (automatic),79.5,5661.7
